@relation german-weka.filters.unsupervised.instance.Randomize-S9-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute class {p,m}

@data
0.275907,0.305207,0.327182,-0.043461,0.288115,-0.170672,0.327182,0.224144,0.10963,-0.074226,0.256374,0.149185,-0.033206,0.11256,0.032718,0.25149,0.410198,-0.104503,0.29544,-0.047856,p
-0.24535,-0.243387,0.263015,-0.025124,0.007832,-0.1372,-0.062417,-0.345453,-0.467146,-0.059669,0.206094,-0.253201,0.145836,0.090485,-0.34349,-0.138377,0.32975,-0.084008,0.237499,-0.038471,m
-0.293238,-0.173128,-0.335464,-0.041757,-0.213947,-0.163979,-0.269779,0.215354,0.105331,-0.071316,-0.179696,0.143335,0.215589,-0.555979,0.031435,0.241628,0.034485,-0.100405,0.283854,-0.04598,m
-0.310106,0.187056,-0.124787,-0.037957,0.051602,-0.173411,-0.078891,0.227742,-0.590441,-0.075418,0.260489,-0.084597,0.097249,0.114367,0.033243,-0.1749,0.416782,-0.10618,0.300182,-0.048625,p
-0.201362,0.121461,0.21586,-0.024647,0.418833,-0.112602,0.21586,0.003882,0.072329,-0.048971,0.169144,0.2513,0.034795,0.074262,0.325401,0.444607,0.27063,0.375338,0.194918,-0.031574,p
0.222594,-0.145376,0.263961,-0.02029,-0.172757,0.360484,0.263961,0.180833,-0.189698,-0.059884,0.027578,-0.067172,-0.044125,-0.466857,0.026396,-0.138875,-0.271841,0.458977,-0.16212,-0.038609,m
-0.084183,0.138288,-0.092253,-0.032646,-0.072812,-0.128201,-0.058323,0.168366,-0.17662,0.711614,-0.140489,0.286113,-0.18524,-0.434672,0.024576,-0.129301,0.026961,-0.078498,-0.150943,-0.035948,m
0.071525,0.054708,0.285247,-0.027247,0.02597,0.389554,0.285247,0.195416,0.095579,0.381039,0.223515,0.332079,-0.291633,0.098134,-0.372524,0.219257,0.031292,-0.091109,-0.175193,-0.041723,p
0.172,-0.1376,-0.076563,-0.027094,-0.107005,0.278548,0.203964,0.139731,0.068343,0.27246,-0.116595,-0.051904,0.126488,0.07017,0.020396,-0.10731,-0.210053,-0.065147,-0.125271,0.776282,p
-0.286013,0.286013,0.306606,-0.006635,0.388977,-0.159938,-0.072762,0.005514,-0.220344,-0.069558,-0.175269,0.356944,-0.212107,0.105482,0.030661,0.235675,0.384401,-0.097931,0.27686,-0.044847,m
-0.084095,-0.044154,0.245505,-0.032612,-0.143822,-0.128066,0.245505,0.004415,0.082263,0.710866,0.02565,-0.236345,-0.089408,-0.434215,0.024551,0.188709,0.026932,-0.078415,-0.150784,-0.03591,m
-0.047567,-0.007772,0.043525,0.937864,-0.023628,-0.072438,-0.032955,-0.090159,0.046531,-0.031504,0.014508,0.063319,-0.059588,-0.245606,0.013887,0.10674,0.015234,-0.044354,0.125394,-0.020312,p
-0.372372,0.372372,-0.149843,-0.053026,-0.150736,-0.208231,-0.342583,0.27347,-0.286876,-0.090561,0.312793,0.182016,-0.040514,0.137331,0.039918,-0.210018,0.043791,-0.1275,0.360457,-0.058388,m
0.317668,-0.207468,-0.141405,-0.05004,-0.216183,-0.196504,-0.089397,0.006775,0.522887,-0.085461,-0.21534,-0.362648,-0.211123,0.129597,0.03767,0.289556,0.041325,-0.12032,0.340158,-0.0551,p
0.27476,-0.179445,0.325822,-0.007051,-0.108445,0.444965,0.124007,0.223212,-0.234154,-0.073918,-0.186253,0.148565,0.544657,0.112092,0.032582,-0.171421,0.035743,-0.104068,-0.200113,-0.047658,p
-0.272368,0.381315,0.091516,-0.022443,0.084761,-0.152308,0.111126,0.005251,0.097835,-0.06624,-0.166907,-0.074302,-0.182814,-0.51641,0.029198,0.224431,0.032031,0.507694,0.263652,-0.042707,m
-0.327735,-0.128472,-0.131881,-0.020713,-0.185367,0.479805,-0.083376,0.240689,-0.252487,-0.079705,-0.200836,0.160197,-0.26481,0.120869,-0.45883,-0.184843,0.038542,-0.112217,-0.215781,-0.051389,m
-0.243166,-0.046883,-0.09785,-0.020037,0.01638,-0.135979,0.099212,0.178581,-0.187335,0.754789,-0.32487,-0.250948,-0.180332,0.08968,0.026067,-0.137146,0.028596,-0.08326,-0.160101,-0.038129,p
-0.391028,-0.230863,-0.15735,-0.040041,-0.183001,-0.218663,-0.099477,-0.272155,-0.301248,0.559952,0.043795,-0.106672,-0.152657,0.144211,0.041918,-0.22054,0.045985,-0.133888,-0.257453,-0.061313,p
-0.291575,-0.172146,-0.11733,-0.006765,-0.213899,-0.163049,-0.074177,0.214133,0.104734,-0.070911,0.244923,0.142522,0.091438,0.107533,-0.408205,-0.164448,-0.321899,0.543495,-0.191973,-0.045719,m
0.105916,-0.07597,-0.158559,-0.032468,-0.130819,-0.220344,-0.100242,0.289379,0.141537,0.564257,-0.241464,-0.406643,0.040349,-0.301673,0.04224,-0.222235,0.046338,-0.134917,-0.259432,-0.061785,m
-0.096183,-0.154648,0.280796,-0.026822,0.025565,-0.146475,0.280796,-0.368807,0.094088,-0.063703,0.220027,0.128035,-0.138931,0.096602,-0.366712,0.578357,0.030804,-0.089687,0.253555,-0.041072,p
-0.238267,-0.140673,0.255423,-0.029164,-0.117799,-0.133239,0.255423,0.174984,0.085586,-0.057947,0.200145,0.297358,0.510845,0.087873,0.38504,0.196332,0.320231,-0.081583,-0.156875,-0.03736,p
-0.348209,0.071592,-0.140119,-0.049585,-0.180512,-0.194719,0.142069,0.255725,-0.26826,-0.084684,0.292496,0.170205,-0.306424,0.12842,-0.487493,0.286924,0.040949,-0.119227,-0.229261,-0.054599,m
-0.239143,0.049168,-0.27358,-0.024488,0.244882,-0.133729,-0.220012,-0.166443,-0.455328,-0.05816,-0.319495,-0.065238,0.327148,-0.453415,0.025636,-0.134877,0.028123,-0.081883,0.23149,-0.037498,m
-0.088374,0.097423,-0.45246,0.008857,0.34464,-0.134583,0.257999,-0.167507,-0.185412,-0.058531,0.202163,0.300357,0.109168,0.088759,0.388923,0.198312,0.323461,-0.082406,0.232969,-0.037737,m
-0.206067,-0.108197,-0.225821,0.020652,-0.103258,-0.029855,-0.142766,0.412135,0.201578,-0.13648,0.471396,0.274308,-0.061057,0.206965,0.060159,-0.316509,0.065995,-0.19215,-0.369485,-0.087994,p
0.386477,0.087898,0.4583,-0.052328,-0.112181,-0.239068,0.174428,0.31397,0.153565,-0.103973,0.047882,0.208971,-0.016417,0.157669,0.04583,0.352275,0.050276,-0.146382,0.413838,-0.067035,p
0.16956,-0.135648,-0.075477,-0.026709,-0.088981,0.08493,-0.047717,0.003616,0.067374,-0.045616,-0.11494,0.234082,0.058821,0.069174,-0.262592,-0.105787,-0.207073,0.349623,-0.123493,0.765269,p
0.243671,-0.159141,0.288955,-0.022211,-0.195153,-0.150731,0.288955,0.197956,0.096822,-0.065554,0.22642,-0.278173,0.312676,0.099409,0.028896,0.595162,0.031699,-0.092293,-0.17747,-0.042265,p
0.127734,0.097701,-0.191221,-0.048661,-0.181337,-0.265733,-0.120891,-0.33074,0.170693,-0.115569,-0.291204,-0.490408,-0.318955,0.175254,0.050942,-0.268014,0.055884,-0.162709,-0.312873,-0.074512,p
-0.135914,-0.29226,-0.148943,-0.030499,-0.216752,-0.206981,0.396787,0.271829,-0.285154,-0.090017,0.310915,-0.381982,-0.274494,0.136507,0.039679,-0.208757,0.043528,-0.126735,-0.243698,-0.058038,p
0.089098,-0.195698,-0.133383,-0.027313,-0.185357,-0.185357,-0.084325,0.006391,0.493224,-0.080613,0.278433,-0.342074,-0.291691,0.122245,-0.464054,-0.186948,0.038981,-0.113494,-0.218238,-0.051974,p
-0.135831,-0.071319,-0.148852,-0.052675,0.313684,-0.206854,0.150923,0.007132,0.132872,-0.089962,0.04143,-0.381747,-0.1962,0.136423,-0.517874,-0.208629,-0.408381,-0.126657,-0.243549,-0.058002,p
-0.270027,0.055518,-0.108659,-0.033051,0.252746,-0.150999,-0.425563,0.198308,0.096994,-0.065671,-0.165473,0.336994,-0.124213,0.099586,0.436364,-0.152295,0.362917,-0.092457,0.261386,-0.04234,p
-0.101515,-0.053301,-0.51974,-0.028309,-0.002145,-0.154595,-0.070331,-0.389252,-0.212983,-0.067234,0.232224,0.135132,-0.049541,-0.524163,0.029636,0.227801,0.032511,-0.094659,0.267611,-0.043348,p
-0.280846,0.113687,-0.527991,0.010335,0.160869,-0.157049,-0.442614,-0.195469,0.10088,-0.068302,0.235911,-0.076615,0.28534,-0.215016,0.030107,0.231417,0.033028,-0.096162,0.271859,-0.044037,m
-0.122599,0.201394,0.357915,-0.047544,-0.103101,0.488794,0.357915,0.245199,0.119928,-0.081199,0.280456,-0.34456,0.010657,0.123133,0.035792,0.275114,0.039264,-0.114319,-0.219824,-0.052352,p
-0.269427,-0.159069,-0.108417,-0.006251,-0.158207,0.394441,-0.068542,0.197867,-0.207566,-0.065525,0.226318,-0.0735,-0.237095,-0.510833,-0.377197,-0.151957,0.031685,-0.092252,0.260805,-0.042246,p
-0.131049,-0.354033,-0.143612,-0.029408,-0.294076,0.522484,0.382584,0.262098,0.128194,-0.086795,0.299786,-0.097359,0.06167,0.13162,0.038258,-0.201285,0.04197,-0.122198,-0.234975,-0.05596,p
0.239831,-0.156633,-0.106756,-0.006155,-0.191864,-0.148355,0.284401,0.194836,0.095296,-0.064521,0.222851,0.129678,0.101663,-0.503007,0.02844,-0.149629,-0.29289,0.494518,-0.174673,-0.041599,m
0.394831,-0.084207,-0.175752,-0.044724,-0.093641,-0.244236,-0.111112,0.008421,0.156884,-0.10622,0.366878,-0.450736,0.228862,0.161077,0.046821,-0.246333,0.051363,-0.149547,0.422784,-0.068484,p
-0.240039,0.432071,-0.096592,-0.005569,0.286127,-0.13423,0.097936,0.176285,0.086222,-0.058378,-0.320693,0.299569,0.24388,0.088527,0.387904,-0.135382,0.322613,-0.082189,0.232358,-0.037638,p
0.295943,-0.258491,0.350941,-0.033523,-0.080402,-0.183065,-0.515935,-0.22785,0.117591,-0.079616,0.036665,0.160019,-0.104758,0.120734,0.035094,-0.184637,0.439986,-0.112092,-0.215541,-0.051332,p
-0.360672,-0.212941,-0.145134,-0.008368,-0.253047,-0.201688,-0.331818,0.264877,-0.277862,-0.087715,0.302964,-0.098391,0.441462,0.133016,0.038664,-0.203419,0.042415,-0.123494,-0.237466,-0.056553,m
-0.091592,0.249434,0.08381,-0.035519,-0.074032,-0.139484,0.267393,0.183184,0.089597,-0.060662,0.209525,0.311294,0.377144,-0.472927,0.403086,0.205534,0.029333,-0.085406,0.241452,-0.039111,m
-0.13139,-0.140263,-0.143985,-0.029484,-0.25047,-0.20009,0.383578,0.262779,0.128527,-0.087021,0.040075,0.1749,0.03664,0.131962,0.038358,-0.201808,0.042079,0.666967,-0.235585,-0.056105,m
-0.325358,-0.192092,-0.130924,-0.046331,-0.218641,0.476325,-0.082771,0.238943,0.484133,-0.079127,-0.19938,0.159035,-0.286315,0.119992,0.034878,-0.183502,0.038262,-0.111403,-0.214216,-0.051016,m
-0.292695,-0.231112,-0.117781,-0.04168,-0.153372,-0.163675,-0.26928,0.005643,0.105136,-0.071183,-0.179364,0.365284,-0.175851,0.107946,0.472995,-0.16508,0.393382,-0.100219,0.283329,-0.045895,m
0.321053,0.073018,-0.142911,-0.04347,-0.067336,0.340941,-0.090349,-0.247182,-0.273605,-0.086372,0.298323,0.173596,-0.18837,0.130978,-0.497205,-0.200303,0.041765,-0.121602,0.343782,-0.055687,p
-0.164178,0.269696,0.150228,0.016454,-0.097291,-0.023786,0.4793,0.328356,0.160601,-0.108737,-0.273988,-0.121971,0.171332,-0.342306,0.04793,0.368417,0.05258,-0.15309,-0.294376,-0.070107,p
0.356944,0.081181,-0.158887,-0.032536,-0.21922,-0.021006,0.161098,0.289977,0.587535,-0.096027,0.044223,-0.107715,-0.265023,0.14562,0.042328,-0.222695,0.046434,-0.135196,0.382214,-0.061912,p
-0.191916,0.001228,-0.077227,-0.027329,0.026715,0.280965,0.078302,-0.133574,0.068936,0.274824,-0.117606,-0.198058,-0.155068,0.070779,0.020573,-0.108241,-0.211876,-0.065712,-0.126358,0.783018,p
-0.327899,-0.193592,-0.131947,-0.046693,0.035413,0.314784,-0.083418,-0.461682,0.117781,-0.079745,0.036725,-0.089451,-0.104928,0.120929,0.035151,-0.184935,0.038561,0.611205,-0.215889,-0.051415,p
-0.088055,0.813403,-0.096496,-0.01976,0.157885,-0.012757,-0.061005,-0.166901,0.356823,-0.058319,-0.14695,0.117214,-0.193759,0.088438,0.025707,-0.135247,0.028201,-0.082108,-0.157885,-0.037601,m
0.369922,-0.078895,0.438668,-0.033719,-0.170557,-0.228828,-0.104102,0.300521,0.146987,-0.099519,-0.250761,0.20002,-0.330638,0.150915,0.043867,0.337185,0.048123,-0.140112,-0.269421,-0.064163,p
0.096146,-0.258678,0.383438,-0.029473,-0.195153,0.52365,0.145935,0.262684,0.12848,-0.086989,-0.219189,-0.097576,-0.214897,0.131914,0.038344,0.294732,0.042064,-0.122471,0.346239,-0.056085,p
-0.316765,-0.187018,-0.127466,-0.032437,-0.126959,-0.177135,-0.291424,0.232632,-0.244036,-0.077037,-0.423198,0.154835,-0.30156,0.116823,-0.443471,-0.178655,0.037252,-0.10846,-0.208558,-0.049669,p
-0.329899,-0.238583,0.353652,-0.046978,-0.20876,-0.18448,0.134599,0.242278,0.1185,0.472416,0.036949,-0.089997,0.311425,0.121667,0.035365,0.271837,0.038796,-0.112958,0.319343,-0.051728,p
0.370654,0.410016,-0.16499,0.015089,0.287011,-0.021813,0.167286,-0.285371,0.147278,-0.099716,-0.251258,0.200416,-0.131205,0.151214,0.043954,0.337853,0.048218,-0.140389,0.396895,-0.06429,p
-0.325146,-0.322545,-0.130839,-0.020549,-0.270522,-0.181822,-0.299134,0.238787,-0.250493,-0.079076,-0.434395,-0.335551,-0.195348,0.119914,0.034856,-0.183382,0.038237,-0.11133,-0.214076,-0.050983,p
0.323557,0.357918,-0.144026,-0.036651,0.007874,-0.200147,-0.091054,0.262855,-0.27574,-0.087046,-0.219332,0.17495,-0.189839,0.132,0.038369,-0.201865,0.481041,-0.122551,0.346464,-0.056121,m
-0.139302,0.682851,-0.152655,-0.054021,0.355083,-0.020182,0.15478,0.007314,0.136267,-0.092261,-0.232473,-0.10349,-0.306524,0.139909,0.040668,-0.21396,0.044613,-0.129894,-0.249772,-0.059484,m
0.271,0.061635,0.321363,-0.036693,0.050603,-0.167636,0.321363,0.220158,-0.23095,-0.072906,-0.183705,0.146532,0.114875,0.110558,-0.41969,0.247018,0.402903,-0.102644,0.290186,-0.047005,p
-0.334804,0.267843,0.35891,-0.034284,0.095888,0.151599,-0.085174,-0.471404,-0.257933,-0.081424,0.281235,0.163652,-0.294627,0.123476,0.035891,0.275878,0.039373,-0.114637,-0.220435,-0.052497,m
0.21461,-0.171688,-0.09553,-0.033806,-0.131994,0.347553,-0.060395,0.174346,0.085274,0.736889,0.199416,-0.064763,-0.14263,0.087553,0.025449,-0.133894,-0.262089,-0.081286,-0.156304,-0.037224,m
0.286843,-0.314766,0.34015,-0.045184,-0.107122,0.143675,-0.080722,-0.446764,0.472148,-0.077168,-0.194444,0.155098,-0.256382,0.117022,0.034015,-0.178959,0.037315,-0.108645,-0.208913,-0.049753,p
0.195098,0.001381,0.231356,-0.030732,0.574936,0.315956,0.231356,0.158496,0.077521,-0.052487,0.181286,0.269339,-0.084255,0.079593,0.34876,-0.121721,0.290058,-0.073896,0.208911,-0.03384,m
0.312567,-0.273012,-0.139134,-0.035406,-0.095153,-0.018394,-0.318099,-0.240649,-0.266373,-0.084089,0.290438,-0.094323,-0.329163,0.127516,-0.484064,-0.195008,0.040661,-0.118388,-0.227648,-0.054215,p
-0.071295,-0.192604,-0.078129,-0.027648,0.621304,0.284247,-0.305992,-0.273374,0.069741,-0.047219,-0.11898,-0.052966,-0.170859,0.071605,0.020814,-0.109505,-0.451999,-0.06648,0.187945,-0.030444,m
-0.137008,0.373115,-0.150142,-0.030745,-0.100293,-0.208646,0.152231,0.274016,0.134023,-0.090742,0.313417,0.182379,-0.301477,0.137605,-0.522361,-0.210437,0.043878,-0.127755,-0.245659,-0.058504,p
0.328964,0.074817,-0.146433,-0.044541,-0.062008,-0.203492,0.390099,0.267247,0.130712,-0.0885,0.305675,0.177873,-0.013974,0.134206,0.03901,-0.205239,0.489079,-0.124599,0.352253,-0.057059,p
0.265763,-0.05668,-0.1183,-0.024224,-0.178743,0.430395,-0.270467,0.215903,-0.226487,-0.071497,-0.180154,-0.303393,-0.301041,0.108422,-0.41158,-0.165808,0.034573,-0.100661,0.284578,-0.046097,p
0.309844,-0.134357,0.115163,-0.041952,0.031259,-0.191664,-0.315328,-0.482589,-0.264053,-0.083356,-0.210036,-0.093502,0.251988,0.126405,0.036743,0.282424,-0.378393,-0.117357,-0.225665,-0.053743,p
0.17566,-0.114723,0.208305,-0.016011,-0.128869,0.284476,0.208305,0.142704,0.069798,-0.047257,0.163224,-0.200532,0.402619,0.071663,0.02083,0.697976,0.022851,-0.066533,-0.127936,-0.030468,p
-0.197949,0.08013,0.212201,0.007285,-0.046558,-0.110693,0.212201,0.145374,0.071103,-0.048141,0.166277,0.096757,0.103725,-0.15155,0.02122,0.711033,0.266043,0.368977,0.191615,-0.031038,p
0.259184,0.058947,0.096334,-0.040827,-0.207576,0.41974,0.307351,0.210558,0.426621,-0.069727,0.240835,0.140143,0.371573,0.105738,0.030735,0.236247,0.033717,-0.098169,0.277533,-0.044956,p
0.262164,0.059625,-0.116698,-0.023896,-0.14129,-0.162171,0.118322,0.005591,0.10417,-0.070529,-0.387447,0.141754,-0.072385,-0.549849,0.031089,-0.163563,0.034105,0.540569,-0.190939,-0.045473,p
-0.266577,0.054808,-0.304964,-0.027298,0.005865,0.120706,-0.245251,0.195774,0.095755,-0.064832,0.223925,0.332688,-0.104072,0.098314,0.430789,-0.15035,0.031349,0.4969,0.258047,-0.041799,m
0.243454,-0.267153,0.288697,-0.022191,-0.196271,0.394265,0.288697,0.197779,0.096735,-0.065495,0.226218,0.336095,0.008596,0.09932,0.4352,0.221909,0.031671,-0.092211,-0.177312,-0.042227,p
-0.0979,0.479902,-0.107285,-0.021969,0.053536,0.390321,0.108778,0.1958,0.095767,-0.06484,-0.356194,0.13032,0.102166,0.098327,0.028581,0.219689,0.031354,0.496965,0.258081,-0.041805,p
0.264558,-0.211646,-0.117763,-0.035821,-0.035118,-0.015569,-0.074451,-0.412054,0.105121,0.419078,-0.179337,-0.302017,-0.073046,0.10793,0.031372,-0.165056,0.034416,0.545504,-0.192682,-0.045888,p
-0.326334,-0.192667,-0.131317,-0.033417,-0.064222,-0.182486,-0.083019,-0.227128,-0.621339,-0.079364,-0.435982,0.159512,0.148025,0.120352,0.034983,-0.184052,0.038377,-0.111737,-0.214858,-0.051169,p
-0.269403,-0.051941,-0.108408,-0.027587,-0.094183,-0.15065,-0.068536,-0.37932,-0.207548,-0.065519,0.226299,-0.278024,-0.295266,-0.510789,-0.377165,-0.151943,0.031682,-0.092244,-0.177375,-0.042242,m
0.209298,-0.090758,-0.093166,-0.028339,-0.129283,0.338952,0.248195,0.170032,0.083164,-0.056307,0.194481,0.288943,0.153918,-0.438971,0.374144,-0.13058,0.027227,0.431562,-0.152436,-0.036303,p
0.314308,-0.205274,-0.139909,-0.04951,-0.086782,0.509012,0.372719,0.255341,0.124889,-0.084557,0.038941,0.169949,0.353249,0.128227,0.037272,-0.196095,0.040888,-0.119048,0.33656,-0.054517,p
0.227245,0.001609,-0.472589,-0.035796,0.123275,0.368016,-0.06395,-0.353939,-0.193661,-0.061135,0.211157,-0.068576,-0.115634,-0.476611,0.026948,0.207135,0.029562,-0.086072,0.243333,-0.039416,m
-0.150482,0.084257,-0.164907,-0.058357,-0.240312,-0.229166,-0.377025,0.300964,0.147204,-0.099666,-0.547506,-0.111796,-0.275064,0.151138,0.043932,-0.231133,0.048194,-0.140319,-0.269819,-0.064258,p
-0.110697,-0.299051,-0.344873,-0.042928,-0.19993,-0.016038,-0.277345,-0.424459,-0.232247,-0.073316,-0.402754,-0.082239,-0.075245,-0.2308,0.032317,-0.170025,-0.332814,-0.103221,-0.198483,-0.047269,m
0.315587,0.071775,-0.140478,-0.028766,0.015696,0.158073,0.374236,0.006731,0.125397,-0.084901,-0.213929,0.170641,-0.111712,0.128748,0.037424,-0.196893,0.041054,0.650724,0.33793,-0.054739,p
0.069517,-0.187033,0.277239,-0.036827,-0.182481,-0.144619,0.277239,0.189929,0.092896,-0.062896,0.217239,0.322755,0.498616,0.095378,0.417927,0.213101,0.030413,-0.088551,0.250342,-0.040551,p
0.414029,0.094164,-0.184298,-0.037739,-0.128239,-0.256112,0.186863,0.336353,0.164512,-0.111385,-0.28066,0.223869,-0.242921,0.168909,0.049097,-0.25831,0.05386,-0.156818,0.44334,-0.071814,p
-0.330478,-0.195114,-0.132984,-0.027231,-0.243232,-0.017581,0.134835,0.242703,0.491751,-0.080372,-0.441519,-0.090154,-0.362204,0.12188,0.035427,-0.18639,0.038864,-0.113156,-0.217587,-0.051819,m
-0.34019,-0.065589,-0.136893,-0.048443,0.106956,-0.018098,-0.086544,0.006559,0.122196,-0.082734,0.28576,0.166285,-0.013063,0.125462,0.036468,-0.191867,-0.37557,0.634115,0.329304,-0.053342,p
0.129165,-0.347515,-0.193363,-0.030369,-0.278704,-0.268709,-0.122245,-0.334445,0.172604,-0.116863,-0.294465,0.23488,0.049206,0.177217,0.051512,-0.271016,0.05651,-0.164531,0.465147,-0.075346,p
0.187713,-0.15017,-0.083557,-0.01711,-0.079238,-0.116116,-0.052825,-0.292367,0.074587,-0.0505,0.174423,-0.056646,0.035881,0.07658,0.02226,-0.117113,0.024419,-0.071098,0.201002,0.847199,p
-0.086039,0.048174,-0.094286,-0.02868,0.618578,-0.131026,0.25118,0.172077,-0.180512,-0.056984,-0.143585,0.292418,0.139274,0.086413,0.378644,-0.132151,0.314912,-0.080228,0.226812,-0.03674,m
0.322965,-0.140047,-0.143762,-0.050874,-0.008631,0.342972,0.145763,-0.248655,-0.275235,-0.086886,0.040013,0.17463,-0.39156,0.131758,-0.500168,-0.201496,0.042014,-0.122327,-0.235222,-0.056019,p
0.315754,-0.067342,0.374434,-0.049738,-0.219351,-0.19532,-0.321343,0.256515,-0.26909,-0.084946,-0.466645,-0.095285,-0.136361,0.128816,0.037443,0.287811,0.041076,-0.119595,-0.22997,-0.054768,p
-0.26498,-0.156444,-0.106628,-0.021834,-0.162592,-0.148177,-0.067411,-0.184426,0.095181,-0.064443,-0.16238,-0.273459,-0.290418,0.097725,-0.370972,-0.149449,0.356133,0.493922,0.2565,-0.041549,p
-0.108123,0.294453,-0.118488,-0.024263,-0.050175,-0.015665,-0.074909,0.216246,-0.226847,0.421657,0.24734,0.367477,0.299164,0.108594,0.475836,-0.166071,0.034628,-0.100821,-0.193868,-0.04617,m
0.311368,0.070816,-0.1386,-0.028381,-0.13364,-0.018324,-0.087624,0.252952,0.123721,-0.083766,0.289325,0.168359,-0.15844,0.127027,-0.482208,-0.194261,0.462919,-0.117934,0.333412,-0.054007,p
0.078233,-0.171833,-0.117117,-0.029803,-0.152275,0.426091,0.312001,0.005611,-0.224222,-0.070782,0.244478,-0.300359,0.39815,0.107338,0.0312,-0.16415,0.391165,-0.099654,0.281732,-0.045636,p
-0.091003,0.446093,-0.465919,-0.035291,0.356874,0.112217,-0.228003,-0.348943,-0.190928,-0.060272,-0.3311,0.121139,-0.096753,0.091399,0.026567,0.204211,0.029145,-0.084857,-0.163171,-0.03886,p
-0.085777,0.420477,-0.439165,0.008596,0.037936,-0.012427,0.095308,0.171555,0.083909,-0.056811,0.196223,0.291531,-0.025416,0.086151,0.377495,-0.13175,-0.257893,0.435428,-0.153801,-0.036628,m
-0.317562,0.002032,-0.127787,-0.026167,-0.059956,-0.177581,-0.292157,0.233217,-0.24465,-0.077231,0.266752,-0.086631,-0.168435,0.117117,-0.444587,-0.179105,0.426803,-0.108733,0.3074,-0.049794,p
0.216247,0.430581,0.080375,-0.019711,0.26983,0.350206,0.256435,0.004612,0.085925,-0.058176,0.026792,0.116927,-0.059707,-0.453545,0.025643,0.19711,0.028131,0.44589,-0.157497,-0.037508,p
0.330814,-0.28895,-0.147256,-0.030154,-0.053867,-0.019468,0.392293,0.007055,0.131447,0.524033,0.307394,0.178874,-0.014052,0.134961,0.039229,-0.206393,0.043035,-0.1253,0.354235,-0.05738,p
-0.225487,-0.043474,0.241722,-0.032109,0.044376,-0.126092,0.241722,-0.317486,-0.173715,-0.054838,0.189409,-0.232702,-0.040407,-0.427523,-0.315682,0.497875,0.026517,-0.077207,0.218271,-0.035356,m
-0.096509,-0.103027,-0.300669,-0.037426,0.267028,-0.013982,-0.414209,-0.370055,0.094406,-0.063919,-0.161058,-0.071698,-0.028595,0.096929,0.028175,-0.148232,0.353234,0.489902,0.254413,-0.041211,m
0.197729,0.131936,-0.250223,-0.026772,0.260722,0.320216,-0.344713,0.160633,-0.168507,-0.053194,-0.292219,-0.225726,0.267721,-0.414706,0.023448,-0.123362,0.293969,-0.074892,0.211727,-0.034296,m
-0.290543,-0.190829,0.311462,-0.041373,0.052298,-0.162472,-0.073914,-0.202218,0.104363,-0.07066,-0.178045,-0.29984,0.009274,0.107152,-0.40676,0.239407,0.034168,0.541572,-0.191293,-0.045557,p
0.328326,0.074672,0.389343,-0.008426,-0.138304,0.531714,-0.092396,0.007002,-0.279804,-0.088328,-0.222564,0.177529,-0.065084,0.133945,0.038934,0.299271,0.042711,-0.124357,0.351571,-0.056949,p
0.402081,0.091447,0.476804,-0.045545,-0.212427,-0.248721,0.18147,0.326646,0.159765,-0.10817,0.049815,-0.121336,0.139483,0.164035,0.04768,0.366498,0.052306,-0.152292,-0.292843,-0.069741,p
-0.343098,-0.340354,0.367802,-0.028271,-0.127907,-0.191861,0.139984,-0.483083,-0.264323,-0.083442,0.288203,0.167707,-0.109791,0.126535,0.03678,-0.193508,0.040348,-0.117477,-0.225896,-0.053798,p
0.183284,-0.146627,-0.081586,-0.028871,-0.106564,-0.010786,-0.051579,0.003909,0.072827,-0.049308,-0.124244,-0.209236,-0.007786,0.074774,-0.283847,-0.11435,-0.223834,-0.069421,-0.133489,0.827213,p
0.11429,-0.421785,-0.171095,-0.043539,-0.139121,-0.237764,-0.108168,-0.29593,0.152727,-0.103405,-0.260554,-0.438793,0.162932,0.156809,0.04558,-0.239805,0.050002,-0.145584,0.411581,-0.066669,p
-0.269005,-0.051864,-0.108247,-0.027546,-0.060903,-0.150427,-0.423951,0.197557,0.096626,-0.065422,-0.35939,0.131489,-0.199494,0.099209,0.028837,-0.151719,-0.626243,-0.092107,-0.177113,-0.04218,m
-0.329225,-0.063475,-0.13248,-0.020807,-0.19174,-0.184102,-0.083755,0.241783,0.489886,-0.080067,0.036873,-0.33976,0.266014,0.121418,0.035293,-0.185683,-0.363464,-0.112727,0.31869,-0.051622,m
-0.127437,0.071354,-0.139654,-0.035538,-0.019907,-0.018463,0.372039,0.254875,0.124661,-0.084403,0.291523,0.43312,-0.135489,0.127993,0.560835,-0.195737,0.040813,-0.11883,-0.228499,-0.054418,p
-0.276495,0.056847,0.092902,-0.039373,0.125197,-0.154616,-0.07034,0.005331,0.099317,-0.067243,0.232255,0.345065,0.338429,0.101971,0.446815,0.227832,0.032516,0.515386,-0.182044,-0.043354,m
