@relation segment1-weka.filters.unsupervised.instance.Randomize-S29-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-V-N3-F1

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute Class {m,p}

@data
0.110672,0.766664,0,0,0.015202,0.000407,0.013666,0.000492,0.111779,0.105356,0.08836,0.142646,0.753725,0.045881,0.798876,0.13475,0.342306,0.837259,p
0.142305,0.387488,0,0,0.268061,0.009795,0.494414,0.015595,0.129877,0.108601,0.155373,0.123157,0.645525,0.284717,0.523732,0.155373,0.607626,0.103954,m
0.715419,0.774999,0.333329,0,0.074145,0.000696,0.053422,0.001145,0.089583,0.076174,0.084696,0.107571,0.712685,0.129417,0.705879,0.10161,0.322078,0.952291,p
0.27273,0.137482,0,0.500005,0.083649,0.002112,0.052179,0.001544,0.854634,0.81686,0.907226,0.833988,0.300366,0.585887,0.388992,0.907208,0.181826,0.110725,m
0.972318,0.337501,0,0,0.030414,0.000525,0.009945,0.000085,0.084154,0.055118,0.136247,0.05691,0.606352,0.401181,0.375715,0.136229,0.632123,0.152156,p
0.873497,0.741659,0,0,0.028511,0.001013,0.02236,0.000861,0.120562,0.106174,0.093524,0.1629,0.6959,0.030588,0.882363,0.153894,0.410411,0.856976,p
0.023732,0.595818,0,0.500005,0.104559,0.003862,0.085719,0.001574,0.353463,0.32496,0.424174,0.305546,0.524254,0.554119,0.212527,0.424162,0.321347,0.169745,p
0.122524,0.424996,0,0,0.017105,0.000077,0.006216,0.00011,0.042849,0.052691,0.051551,0.024157,0.888066,0.183525,0.440225,0.052284,0.563493,0.313729,m
0.09487,0.820819,0,0,0.195818,0.004884,0.141619,0.002562,0.387795,0.351715,0.466147,0.339064,0.460828,0.598819,0.204932,0.46612,0.320594,0.15942,m
0.268779,0.262485,0.666671,0,0.133079,0.010026,0.048449,0.00179,0.164475,0.164512,0.20251,0.123922,0.781713,0.352938,0.275143,0.202509,0.420251,0.231282,m
0.213443,0.341668,0.333329,0,0.028511,0.000303,0.031062,0.001298,0.020892,0.004063,0.047887,0.008571,0.710818,0.265879,0.48767,0.047847,0.935685,0.144477,m
0.391303,0.433331,0.333329,0,0.026608,0.000163,0.016152,0.000238,0.019109,0.002428,0.041252,0.011709,0.712685,0.242358,0.523732,0.041219,0.954361,0.121258,m
0.54941,0.058322,0,0,0.034219,0.001479,0.024846,0.000085,0.892319,0.858997,0.943315,0.869063,0.319038,0.587069,0.36812,0.943307,0.172511,0.115784,m
0.972318,0.616656,0,0,0.087445,0.005092,0.351552,0.121871,0.249401,0.222058,0.298255,0.223688,0.565293,0.424702,0.379503,0.301189,0.289224,0.08307,m
0.699588,0.020814,0,0,0.011406,0.000298,0.03354,0.00087,0.787486,0.726095,0.868196,0.759936,0.158575,0.704715,0.341566,0.86818,0.239909,0.110673,m
0.335967,0.233336,0,0,0.034219,0.000629,0.023603,0.000496,0.758823,0.725277,0.832107,0.712387,0.360077,0.662356,0.204932,0.83211,0.207694,0.146241,m
0.375501,0.433331,0,0,0.0133,0.000154,0.007459,0.000132,0.04724,0.056728,0.056714,0.02806,0.884331,0.188229,0.436437,0.057433,0.538584,0.307866,m
0.205542,0.279155,0.333329,0,0.04182,0.001036,0.059629,0.001654,0.744903,0.679895,0.832857,0.713178,0.147392,0.729417,0.313099,0.83285,0.258174,0.113501,m
0.98812,0.674978,0.333329,0,0.074145,0.00185,0.053422,0.000895,0.395806,0.363852,0.474225,0.342942,0.486949,0.601181,0.174571,0.474228,0.318379,0.167203,m
0.857695,0.220833,0,0,0.051323,0.00114,0.040999,0.001417,0.055757,0.04459,0.083225,0.037422,0.738807,0.276469,0.442138,0.083205,0.579155,0.181134,p
0.533608,0.491653,0.333329,0,0.066535,0.003111,0.044728,0.002278,0.17222,0.139393,0.231242,0.14109,0.552243,0.45529,0.34346,0.231211,0.449749,0.148264,p
0.960466,0.758329,0,0,0.07034,0.002243,0.086962,0.002622,0.112817,0.097256,0.094274,0.147314,0.690298,0.069423,0.825429,0.139159,0.378881,0.884112,p
0.146256,0.420828,0,0,0.019007,0.000389,0.02236,0.000064,0.043354,0.051055,0.053772,0.024948,0.873128,0.191773,0.442138,0.053763,0.559178,0.297177,m
0.924882,0.320831,0,0,0.02091,0.000244,0.021125,0.000238,0.019348,0.003245,0.042723,0.010127,0.71642,0.248244,0.510436,0.042698,0.938493,0.130052,m
0.209493,0.47915,0.333329,0,0.095055,0.002718,0.075782,0.001642,0.1624,0.153166,0.191461,0.140299,0.718287,0.309419,0.409864,0.191443,0.305776,0.180563,p
0.54941,0.474983,0,0,0.022812,0.000222,0.059629,0.002728,0.027359,0.011346,0.051551,0.017142,0.714552,0.254129,0.502861,0.051545,0.853196,0.135967,m
0.387353,0.504156,0,0,0.015202,0.000389,0.012423,0.000568,0.005163,0.000818,0.01327,0.000791,0.802233,0.171775,0.546498,0.013256,0.981484,0.159446,m
0.193691,0.408326,0,0,0.076039,0.001239,0.044728,0.004263,0.039495,0.018654,0.06407,0.033519,0.677247,0.258833,0.533222,0.064061,0.760731,0.105796,m
0.031633,0.499988,0,0,0,0,0,0,0,0,0,0,0.833956,0.131758,0.578753,0,0,0.511052,m
0.790507,0.749994,0,0,0.034219,0.000764,0.065845,0.000738,0.34287,0.325778,0.396192,0.302408,0.606352,0.468242,0.267548,0.396171,0.278881,0.175479,m
0.739122,0.412493,0,0,0.026608,0.000525,0.017396,0.000696,0.029435,0.020264,0.049358,0.017142,0.761193,0.23411,0.48767,0.049326,0.675274,0.171743,p
0.407105,0.566645,0,0.500005,0.106461,0.002207,0.104349,0.001875,0.347022,0.319288,0.413847,0.302408,0.531723,0.534121,0.237187,0.413836,0.30911,0.165828,p
0.241126,0.8875,0,0,0.032316,0.001094,0.052179,0.001179,0.101985,0.096438,0.075869,0.13484,0.763061,0.030588,0.814046,0.127382,0.408973,0.823354,p
0.952565,0.19166,0,0.500005,0.083649,0.002374,0.207455,0.001994,0.107149,0.082665,0.138439,0.097444,0.630587,0.307056,0.502861,0.138448,0.466301,0.113086,p
0.901179,0.379153,0,0,0.030414,0.000724,0.177645,0.003916,0.298212,0.269868,0.360825,0.258762,0.542907,0.502352,0.277037,0.360812,0.318265,0.160432,p
0.146256,0.38332,0,0,0.030414,0.001058,0.043485,0.00101,0.405626,0.388971,0.460984,0.36243,0.589548,0.492944,0.244782,0.460972,0.257009,0.175712,p
0.343868,0.704151,0,0,0.051323,0.000945,0.085719,0.002083,0.351387,0.329816,0.413126,0.306311,0.572762,0.5106,0.233399,0.413097,0.300913,0.173844,m
0.470342,0.470815,0,0,0.307978,0.113518,0.249689,0.133101,0.374887,0.357387,0.427117,0.335927,0.593282,0.470583,0.277037,0.427092,0.261256,0.172391,p
0.889328,0.499988,0,0,0,0,0,0,0,0,0,0,0.833956,0.131758,0.578753,0,0,0.511052,p
0.126503,0.362482,0,0,0.02091,0.000615,0.029819,0.000666,0.014185,0.004063,0.023568,0.01403,0.759326,0.180002,0.576859,0.023554,0.883333,0.083147,m
0.296433,0.516658,0,0,0.015202,0.000118,0.018639,0.000089,0.034838,0.050263,0.036088,0.018724,0.929105,0.145892,0.459203,0.045656,0.613767,0.394879,m
0.691687,0.370817,0,0,0.066535,0.000782,0.032305,0.000471,0.385985,0.367098,0.4433,0.342942,0.580231,0.497648,0.246676,0.443307,0.26863,0.174259,p
0.675885,0.716653,0,0,0.098851,0.001696,0.090683,0.002219,0.392718,0.367915,0.463926,0.34062,0.537305,0.56589,0.180272,0.46393,0.305479,0.175712,m
0.640301,0.508323,0,0,0.003796,0.000172,0.004972,0.000199,0.010832,0.007308,0.023568,0.000791,0.805967,0.195296,0.504754,0.023554,0.972237,0.20508,p
0.932784,0.524993,0,0,0.306085,0.008728,0.058386,0.001124,0.257412,0.254459,0.280571,0.235396,0.731338,0.303533,0.406076,0.280566,0.214452,0.185207,p
0.324115,0.549999,0,0,0.043722,0.001112,0.027332,0.000395,0.351147,0.313615,0.429309,0.30399,0.462695,0.58941,0.218228,0.429311,0.341233,0.157007,p
0.18579,0.283323,0,0,0.060836,0.001868,0.026089,0.000955,0.037686,0.012981,0.069955,0.027295,0.651126,0.295306,0.500947,0.069949,0.842466,0.118248,m
0.577064,0.712486,0,0,0.077941,0.001718,0.065845,0.001154,0.30388,0.294169,0.348305,0.265777,0.669779,0.416475,0.286526,0.348296,0.278676,0.188865,m
0.541509,0.724989,0,0,0.104559,0.003003,0.043485,0.001557,0.397882,0.365488,0.471282,0.350747,0.483215,0.57766,0.216315,0.471269,0.298037,0.16038,m
0.245076,0.870829,0,0,0.104559,0.015389,0.081989,0.004395,0.057061,0.04781,0.042723,0.081067,0.751857,0.076469,0.75143,0.076577,0.486712,0.86245,p
0.18579,0.299993,0,0,0.077941,0.004052,0.052179,0.001218,0.043621,0.016226,0.078811,0.032753,0.630587,0.3106,0.497159,0.078796,0.827352,0.117392,m
0.18974,0.437499,0,0,0.045625,0.000312,0.047206,0.00095,0.020892,0.006491,0.039781,0.014821,0.727603,0.227065,0.533222,0.039768,0.875525,0.122762,m
0.375501,0.49582,0,0,0.019007,0.000457,0.027332,0.000475,0.016767,0.003245,0.033146,0.012474,0.735072,0.214113,0.546498,0.03314,0.93121,0.113812,m
0.446639,0.962492,0,0,0.093153,0.002474,0.104349,0.001387,0.167829,0.140211,0.148767,0.214351,0.589548,0.079992,0.910831,0.202509,0.371689,0.913272,p
0.90513,0.470815,0,0,0.009504,0.000109,0.006216,0.00011,0.004631,0,0.01327,0,0.800366,0.174117,0.544604,0.013256,1,0.159446,m
0.743072,0.433331,0,0,0.005699,0.000032,0.007459,0.000098,0.046468,0.059973,0.052301,0.027295,0.91232,0.170594,0.436437,0.055954,0.538584,0.349038,m
0.288532,0.320831,0,0,0.024715,0.00033,0.01118,0.000153,0.770959,0.740686,0.845377,0.720193,0.37873,0.670583,0.172677,0.845366,0.20468,0.151922,m
0.952565,0.716653,0,0,0.051323,0.000945,0.048449,0.001298,0.107149,0.0924,0.082475,0.147314,0.697767,0.038815,0.867173,0.139159,0.420251,0.85957,p
0.142305,0.649996,0,0,0.030414,0.000565,0.168951,0.003326,0.0981,0.085092,0.111207,0.096653,0.712685,0.217656,0.563563,0.117085,0.314498,0.004903,p
0.158107,0.374985,0,0,0.058934,0.000936,0.045963,0.001124,0.448741,0.414908,0.526525,0.398296,0.457093,0.61059,0.189761,0.526512,0.289361,0.160276,p
0.648231,0.354147,0,0,0.081746,0.001587,0.038512,0.000878,0.467318,0.444907,0.531689,0.420106,0.529856,0.550596,0.212527,0.531661,0.254589,0.1692,p
0.343868,0.704151,0,0,0.051323,0.000945,0.085719,0.002083,0.351387,0.329816,0.413126,0.306311,0.572762,0.5106,0.233399,0.413097,0.300913,0.173844,m
0.059287,0.487485,0,0,0.017105,0.000077,0.014909,0.000225,0.038724,0.050263,0.044194,0.021836,0.901116,0.167071,0.453521,0.047135,0.561507,0.345561,m
0.015831,0.374985,0,0,0.079844,0.002329,0.039756,0.000441,0.117981,0.13372,0.131833,0.088082,0.904851,0.225883,0.354843,0.13401,0.376849,0.307736,m
0.106722,0.737491,0,0,0.04943,0.00151,0.114286,0.013711,0.208868,0.196121,0.24154,0.186292,0.679095,0.337644,0.404182,0.241537,0.275868,0.161262,m
0.498025,0.19166,0.333329,0,0.032316,0.000719,0.036026,0.000798,0.866237,0.824143,0.930045,0.837865,0.266795,0.642358,0.332077,0.930051,0.194749,0.118041,m
0.845843,0.324998,0.666671,0,0.064632,0.001601,0.052179,0.001247,0.125725,0.105356,0.166421,0.102112,0.652993,0.356481,0.400375,0.166411,0.431393,0.158123,p
0.976268,0.17499,0,0,0.024715,0.000289,0.018639,0.000505,0.939586,0.935171,0.966133,0.914265,0.503734,0.481173,0.351055,0.96612,0.121119,0.138795,m
0.126503,0.504156,0.333329,0,0.036121,0.001004,0.038512,0.000721,0.01368,0.004881,0.027982,0.007015,0.768662,0.203523,0.529414,0.027963,0.676895,0.149717,m
0.596845,0.299993,0,0,0.152086,0.001339,0.021125,0.000492,0.184862,0.170184,0.220193,0.161344,0.673513,0.34471,0.398481,0.220174,0.30742,0.164686,p
0.375501,0.937487,0,0,0.058934,0.003871,0.038512,0.000815,0.097328,0.078602,0.082475,0.130937,0.673513,0.083535,0.819747,0.123713,0.424247,0.900638,p
0.624499,0.704151,0.333329,0,0.053226,0.000882,0.073296,0.002452,0.148188,0.132085,0.120035,0.193306,0.67538,0.031769,0.901341,0.182625,0.358858,0.865952,p
0.45454,0.720821,0,0,0.076039,0.002134,0.237266,0.032521,0.221004,0.209894,0.251839,0.198765,0.686564,0.331758,0.406076,0.254054,0.250731,0.139132,m
0.268779,0.024981,0,0,0.02091,0.000109,0.014909,0.000225,0.908341,0.880871,0.953613,0.885414,0.354475,0.563527,0.370014,0.953604,0.160594,0.1183,m
0.245076,0.008335,0,0,0.02091,0.000199,0.026089,0.00073,0.922021,0.895462,0.963941,0.901791,0.356343,0.550596,0.388992,0.96393,0.155822,0.114798,m
0.762825,0.25415,0,0,0.034219,0.000402,0.026089,0.000827,0.651435,0.577784,0.776143,0.589256,0.117536,0.883535,0.094871,0.776156,0.323425,0.137394,m
0.664033,0.783335,0,0,0.043722,0.000448,0.028576,0.000751,0.101214,0.081055,0.096466,0.125504,0.66231,0.13294,0.75143,0.118564,0.37847,0.953277,p
0.683786,0.199995,0,0,0.028511,0.000353,0.029819,0.00059,0.850748,0.806307,0.919746,0.819167,0.255592,0.663537,0.309292,0.919753,0.203333,0.12105,m
0.193691,0.783335,0,0,0.110267,0.003003,0.125466,0.00333,0.388061,0.35818,0.462455,0.337483,0.503734,0.580002,0.191655,0.462451,0.31242,0.16767,m
0.015831,0.829154,0,0.500005,0.074145,0.001682,0.099385,0.001888,0.357588,0.331451,0.426367,0.309423,0.539172,0.545892,0.210633,0.426353,0.317557,0.171795,m
0.126503,0.57498,0,0,0.019007,0.000253,0.016152,0.00011,0.037952,0.029999,0.057435,0.024948,0.766795,0.23411,0.481969,0.057433,0.578333,0.17771,m
0.936734,0.199995,0,0,0.028511,0.000461,0.023603,0.000492,0.848432,0.796596,0.921217,0.819958,0.205216,0.681173,0.332077,0.921204,0.214201,0.114149,m
0.027682,0.783335,0,0,0.057031,0.000796,0.031062,0.000513,0.104567,0.097256,0.078061,0.139534,0.74999,0.029406,0.829237,0.13182,0.408881,0.830929,p
0.221344,0.324998,0,0,0.058934,0.001316,0.137889,0.003394,0.118513,0.094828,0.162758,0.094306,0.632454,0.371775,0.396587,0.162741,0.477489,0.153531,p
0.213443,0.824986,0.333329,0,0.06273,0.001307,0.031062,0.000721,0.087268,0.075382,0.068484,0.118489,0.723888,0.062356,0.802663,0.111936,0.4079,0.863488,p
0.292482,0.225001,0,0,0.085551,0.001121,0.034783,0.000675,0.402512,0.367915,0.48161,0.351513,0.46641,0.605885,0.187867,0.481595,0.314795,0.162274,p
0.786557,0.849992,0,0,0.053226,0.000968,0.105592,0.001909,0.16059,0.124802,0.149488,0.206546,0.535457,0.116465,0.907023,0.195141,0.420776,0.941006,p
0.750973,0.450001,0,0,0.038015,0.001302,0.021125,0.00056,0.277825,0.264195,0.319602,0.246314,0.651126,0.397658,0.335865,0.319594,0.271712,0.174285,p
0.324115,0.070825,0,0,0.0133,0.000136,0.019882,0.000331,0.787486,0.725277,0.868946,0.759936,0.152993,0.708237,0.341566,0.86892,0.241507,0.11018,m
0.407105,0.533329,0,0,0.011406,0.00052,0.007459,0.000373,0.004631,0,0.011799,0.001556,0.800366,0.167071,0.555987,0.011777,1,0.150003,m
0.99207,0.27082,0,0,0.058934,0.001153,0.012423,0.00025,0.294858,0.262559,0.358633,0.257997,0.516785,0.507056,0.296015,0.358622,0.334886,0.151974,p
0.039534,0.787478,0,0,0.108364,0.003057,0.088205,0.00179,0.373343,0.338734,0.446243,0.328912,0.475746,0.569412,0.237187,0.446237,0.313037,0.15571,m
0.403155,0.49582,0,0,0.011406,0,0.006216,0.000284,0.005403,0,0.015462,0,0.794784,0.181183,0.538903,0.015446,1,0.159446,m
0.762825,0.445834,0,0,0.015202,0.000118,0.009945,0.000119,0.043621,0.055118,0.050829,0.024948,0.899249,0.176479,0.440225,0.051545,0.543881,0.330384,m
0.098821,0.295825,0,0,0.053226,0.000479,0.047206,0.003165,0.03899,0.012981,0.067763,0.033519,0.64179,0.278831,0.537009,0.067731,0.843607,0.099414,m
0.624499,0.829154,0,0,0.051323,0.001379,0.034783,0.001561,0.090355,0.068892,0.079533,0.122366,0.656708,0.101171,0.808365,0.115606,0.460434,0.918798,p
0.766804,0.36665,0,0,0.104559,0.004499,0.062116,0.003356,0.046974,0.025119,0.07659,0.036631,0.667911,0.284717,0.500947,0.076577,0.711895,0.121777,m
0.750973,0.149984,0,0,0.015202,0.000389,0.024846,0.00028,0.946293,0.940844,0.969825,0.925182,0.494398,0.468242,0.381416,0.969819,0.118402,0.13122,m
0.652181,0.104165,0,0,0,0,0,0,0,0,0,0,0.833956,0.131758,0.578753,0,0,0.511052,p
0.54941,0.624991,0,0,0.009504,0.00033,0.017396,0.00045,0.10973,0.090765,0.094995,0.143411,0.667911,0.087058,0.819747,0.13549,0.390959,0.904763,p
0.083019,0.474983,0,0,0.077941,0.001822,0.054665,0.000971,0.405866,0.36628,0.488966,0.355416,0.430972,0.625883,0.191655,0.488963,0.323904,0.156385,p
0.853744,0.46248,0,0,0.011406,0.000136,0.01118,0.000216,0.041811,0.052691,0.048608,0.024157,0.895515,0.174117,0.44782,0.050805,0.551804,0.334535,m
0.122524,0.612488,0,0,0.032316,0.000868,0.018639,0.000441,0.05549,0.0462,0.078811,0.039768,0.751857,0.256471,0.461097,0.078796,0.520571,0.178177,p
0.940713,0.341668,0,0,0.117868,0.013607,0.023603,0.000624,0.100442,0.072137,0.151709,0.073262,0.606352,0.401181,0.375715,0.151675,0.577009,0.152234,p
0.956515,0.454169,0,0,0.152086,0.004395,0.034783,0.001324,0.333582,0.326596,0.373345,0.29774,0.679095,0.401181,0.301716,0.373329,0.24532,0.190292,p
0.415035,0.225001,0.666671,0,0.076039,0.001669,0.050936,0.000598,0.422659,0.391424,0.49413,0.37646,0.483215,0.574117,0.222016,0.494112,0.287329,0.160017,p
0.351769,0.437499,0,0,0.043722,0.000859,0.029819,0.000819,0.130649,0.08591,0.195875,0.104459,0.483215,0.475308,0.381416,0.195881,0.596096,0.131661,m
0.940713,0.46248,0,0,0.009504,0.000063,0.007459,0.000132,0.038724,0.051055,0.044194,0.021045,0.906718,0.167071,0.44782,0.047847,0.581347,0.351009,m
0.818161,0.954157,0.333329,0,0.036121,0.000868,0.054665,0.003614,0.098632,0.079419,0.086168,0.130172,0.669779,0.095285,0.804557,0.122973,0.421621,0.912702,p
0.948614,0.524993,0,0.500005,0.146388,0.018839,0.085719,0.027053,0.034838,0.018654,0.059657,0.024157,0.710818,0.258833,0.499053,0.059652,0.837489,0.142739,m
0.956515,0.125003,0,0,0.034219,0.000357,0.006216,0.00011,0.942673,0.936781,0.966883,0.92128,0.492531,0.470583,0.379503,0.96686,0.119543,0.129949,m
0.3676,0.233336,0,0,0.087445,0.003392,0.034783,0.000857,0.165487,0.166939,0.203981,0.123157,0.791049,0.3553,0.261866,0.20396,0.429909,0.230685,m
0.743072,0.541664,0,0,0,0,0,0,0,0,0,0,0.833956,0.131758,0.578753,0,0,0.511052,p
0.695637,0.308328,0,0,0.028511,0.000167,0.019882,0.00031,0.652206,0.577784,0.782057,0.585353,0.111934,0.908237,0.060722,0.782045,0.328607,0.140326,m
0.35572,0.454169,0,0,0.047528,0.000936,0.013666,0.00056,0.117475,0.081847,0.170835,0.095097,0.550375,0.415294,0.409864,0.170848,0.562169,0.136564,m
0.268779,0.337501,0.333329,0,0.064632,0.004554,0.044728,0.000738,0.13504,0.147493,0.154652,0.102112,0.876862,0.257652,0.332077,0.154634,0.376575,0.274659,m
0.023732,0.512491,0,0,0.001893,0.000018,0.001243,0.000013,0.00024,0,0.00075,0,0.832089,0.134121,0.576859,0.00074,0.111119,0.159446,m
0.976268,0.38332,0,0,0.032316,0.000579,0.024846,0.000675,0.24839,0.224485,0.299726,0.216673,0.589548,0.436473,0.335865,0.29971,0.323927,0.158071,p
0.324115,0.354147,0,0,0.017105,0.000461,0.014909,0.000373,0.136584,0.111029,0.188519,0.106015,0.613802,0.412952,0.349142,0.188513,0.472763,0.160847,p
0.470342,0.520826,0,0,0.02091,0.000421,0.02236,0.000322,0.043621,0.056728,0.047887,0.026504,0.910452,0.162346,0.451608,0.053024,0.529543,0.355835,m
0.869546,0.07916,0,0,0.036121,0.000859,0.037269,0.001179,0.05911,0.04459,0.086889,0.043646,0.714552,0.278831,0.46301,0.086875,0.518584,0.165231,p
0.438738,0.099998,0,0,0.038015,0.001239,0.032305,0.000598,0.889232,0.85657,0.944786,0.860492,0.32462,0.608248,0.32827,0.944786,0.176073,0.123074,m
0.229245,0.437499,0,0,0.102656,0.002835,0.017396,0.000331,0.153111,0.130475,0.195875,0.129381,0.628739,0.372935,0.398481,0.195881,0.395662,0.150988,p
0.18974,0.120835,0,0,0.034219,0.000425,0.018639,0.000522,0.872172,0.831451,0.938151,0.840212,0.274264,0.654129,0.305504,0.938158,0.194543,0.122633,m
0.944664,0.216665,0,0,0.019007,0.000547,0.008702,0.000284,0.062463,0.0462,0.092803,0.045993,0.701502,0.291763,0.455415,0.092792,0.547694,0.154854,p
0.608697,0.529161,0,0,0.068437,0.000674,0.023603,0.000301,0.484377,0.465963,0.547151,0.434927,0.552243,0.547073,0.195443,0.547135,0.248995,0.175453,p
0.458491,0.566645,0,0,0.02091,0.000109,0.017396,0.000407,0.04724,0.03971,0.072898,0.027295,0.766795,0.265879,0.430736,0.072908,0.643676,0.211669,m
0,0.291658,0,0,0.416351,0.269689,0.206212,0.148135,0.14872,0.102111,0.20251,0.136396,0.464543,0.424702,0.481969,0.202509,0.595274,0.101697,m
0.308313,0.19166,0,0,0.058934,0.001632,0.043485,0.001425,0.186938,0.17504,0.240069,0.141855,0.692166,0.430588,0.240994,0.240058,0.440502,0.202563,m
0.505926,0.608321,0,0,0.083649,0.003568,0.049692,0.001239,0.161362,0.132902,0.212087,0.13484,0.585813,0.412952,0.377609,0.212067,0.430251,0.146863,p
0.209493,0.508323,0,0,0.053226,0.001017,0.01118,0.00025,0.037419,0.026754,0.059657,0.024157,0.748143,0.247062,0.480075,0.059652,0.630479,0.167255,p
0.616598,0.874997,0,0,0.036121,0.000651,0.027332,0.00045,0.08442,0.074564,0.053772,0.126269,0.738807,0.004704,0.88047,0.119275,0.549178,0.826208,p
0.604746,0.487485,0,0,0.017105,0.000303,0.007459,0.000034,0.041571,0.053483,0.047887,0.023392,0.902984,0.171775,0.444032,0.050805,0.563721,0.342344,m
0.498025,0.458312,0,0,0.057031,0.000805,0.044728,0.001765,0.161095,0.158021,0.199567,0.123157,0.761193,0.354119,0.294121,0.199551,0.415525,0.218829,m
0.086969,0.183325,0,0,0.076039,0.003704,0.039756,0.000568,0.163437,0.158021,0.206202,0.123157,0.744408,0.375298,0.277037,0.206179,0.435068,0.213719,m
0.537559,0.712486,0,0,0.06273,0.003889,0.080746,0.006652,0.243466,0.22934,0.284264,0.213561,0.658575,0.384706,0.349142,0.284235,0.285753,0.175115,m
0.952565,0.570813,0,0,0,0,0,0,0,0,0,0,0.833956,0.131758,0.578753,0,0,0.511052,p
0.162058,0.737491,0,0,0.06273,0.001827,0.031062,0.001264,0.214563,0.200976,0.252589,0.187057,0.671646,0.364708,0.36812,0.252574,0.301758,0.172547,m
0.873497,0.970827,0.333329,0,0.100754,0.000647,0.050936,0.001553,0.072284,0.070501,0.06482,0.081833,0.798498,0.112942,0.645177,0.078796,0.226484,0.901105,p
0.703538,0.508323,0,0,0.081746,0.002401,0.019882,0.000543,0.256374,0.233403,0.307082,0.224478,0.593282,0.435292,0.333971,0.307077,0.313402,0.159939,p
0.478272,0.491653,0,0,0.077941,0.000868,0.443478,0.008616,0.355538,0.341979,0.402077,0.318785,0.626872,0.438835,0.294121,0.40206,0.248082,0.175764,p
0.541509,0.799981,0,0,0.057031,0.00166,0.050936,0.001358,0.078485,0.064036,0.053772,0.118489,0.708951,0.031769,0.867173,0.111936,0.53895,0.850127,p
0.54941,0.033317,0.333329,0,0.036121,0.000556,0.042242,0.001434,0.768909,0.712322,0.863061,0.722514,0.197767,0.764708,0.204932,0.863031,0.249886,0.130934,m
0.505926,0.737491,0,0,0.125469,0.002026,0.103106,0.001739,0.425747,0.392216,0.503707,0.374904,0.46641,0.605885,0.187867,0.50367,0.300137,0.162014,m
0.154157,0.34998,0,0.500005,0.043722,0.001587,0.036026,0.000878,0.032256,0.007308,0.061128,0.025738,0.651126,0.27765,0.529414,0.061103,0.9071,0.103201,m
0.719369,0.724989,0,0,0.098851,0.001438,0.129196,0.004009,0.313435,0.296596,0.364518,0.275139,0.617536,0.450585,0.284632,0.36451,0.285731,0.174467,m
0.806309,0.691648,0,0,0.096958,0.009713,0.190068,0.012527,0.226167,0.207467,0.267301,0.200321,0.632454,0.382365,0.379503,0.26731,0.29637,0.154958,m
0.201592,0.324998,0,0,0.178704,0.002745,0.016152,0.000356,0.201655,0.183958,0.244483,0.173027,0.647392,0.384706,0.360544,0.244467,0.331119,0.167177,p
0.715419,0.516658,0,0,0.144485,0.00114,0.024846,0.000742,0.227977,0.208259,0.271744,0.200321,0.625005,0.395296,0.366226,0.271719,0.308836,0.159653,p
0.569163,0.633326,0,0,0.106461,0.013607,0.417389,0.019654,0.274977,0.247969,0.316659,0.256441,0.559692,0.396477,0.430736,0.318854,0.28153,0.103902,m
0.881427,0.470815,0,0,0.108364,0.009623,0.165222,0.050635,0.300793,0.286068,0.349055,0.263456,0.636189,0.434131,0.292227,0.349036,0.290982,0.178488,p
0.656132,0.19166,0,0,0.032316,0.000375,0.017396,0.000505,0.68731,0.612639,0.805596,0.632901,0.098884,0.861175,0.149911,0.805598,0.308813,0.130909,m
0.45059,0.604153,0,0,0.0133,0.000393,0.023603,0.000467,0.169106,0.12562,0.172335,0.207336,0.47948,0.187069,0.850109,0.195881,0.417329,0.988403,p
0.019781,0.445834,0,0,0.001893,0.000136,0.001243,0.000098,0.00024,0,0.00075,0,0.832089,0.134121,0.576859,0.00074,0.111119,0.159446,m
0.509876,0.741659,0,0,0.030414,0.000344,0.026089,0.000666,0.083648,0.068892,0.067013,0.115351,0.705216,0.071765,0.806451,0.108978,0.439452,0.879417,p
0.976268,0.008335,0,0,0.026608,0.000208,0.024846,0.000216,0.725794,0.64343,0.851262,0.671088,0.03359,0.904715,0.146104,0.851254,0.313151,0.127121,m
0.557311,0.36665,0,0,0.026608,0.000457,0.038512,0.000967,0.36174,0.378443,0.371152,0.335161,0.833956,0.262356,0.36812,0.371138,0.146621,0.247912,p
0.6324,0.687481,0,0,0.0133,0.000154,0.026089,0.00028,0.090621,0.073747,0.078061,0.120045,0.688431,0.092944,0.789386,0.113387,0.40774,0.904011,p
0.640301,0.237479,0,0,0.06273,0.002229,0.034783,0.000696,0.395806,0.379261,0.452156,0.351513,0.593282,0.495306,0.237187,0.452125,0.265046,0.177943,p
0.581014,0.408326,0,0,0.034219,0.001221,0.027332,0.000475,0.34444,0.310369,0.416789,0.300087,0.488797,0.560004,0.2391,0.416795,0.325137,0.157604,p
